Product code,Station number,Year,Month,Highest temperature (Â°C),Day,Quality
IDCJAC0005,086071,1895,02,38.1,13,Y
IDCJAC0005,086071,1895,03,35.0,13,Y
IDCJAC0005,086071,1895,04,29.3,19,Y
IDCJAC0005,086071,1895,05,19.1,03,Y
IDCJAC0005,086071,1895,06,18.9,06,Y
IDCJAC0005,086071,1895,07,17.3,18,Y
IDCJAC0005,086071,1895,08,22.7,24,Y
IDCJAC0005,086071,1895,09,24.7,02,Y
IDCJAC0005,086071,1895,10,30.3,12,Y
IDCJAC0005,086071,1895,11,37.1,25,Y
IDCJAC0005,086071,1895,12,37.1,08,Y
IDCJAC0005,086071,1896,01,42.2,23,Y
IDCJAC0005,086071,1896,02,39.3,17,Y
IDCJAC0005,086071,1896,03,35.0,07,Y
IDCJAC0005,086071,1896,04,27.3,20,Y
IDCJAC0005,086071,1896,05,22.3,01,Y
IDCJAC0005,086071,1896,06,16.9,10,Y
IDCJAC0005,086071,1896,07,16.1,03,Y
IDCJAC0005,086071,1896,08,19.5,22,Y
IDCJAC0005,086071,1896,09,24.3,11,Y
IDCJAC0005,086071,1896,10,31.9,28,Y
IDCJAC0005,086071,1896,11,36.3,23,Y
IDCJAC0005,086071,1896,12,37.1,23,Y
IDCJAC0005,086071,1897,01,39.0,07,Y
IDCJAC0005,086071,1897,02,35.3,18,Y
IDCJAC0005,086071,1897,03,32.0,13,Y
IDCJAC0005,086071,1897,04,29.1,17,Y
IDCJAC0005,086071,1897,05,21.6,12,Y
IDCJAC0005,086071,1897,06,19.8,18,Y
IDCJAC0005,086071,1897,07,18.9,30,Y
IDCJAC0005,086071,1897,08,20.9,27,Y
IDCJAC0005,086071,1897,09,27.1,17,Y
IDCJAC0005,086071,1897,10,26.7,27,Y
IDCJAC0005,086071,1897,11,37.2,19,Y
IDCJAC0005,086071,1897,12,41.8,30,Y
IDCJAC0005,086071,1898,01,42.9,11,Y
IDCJAC0005,086071,1898,02,41.9,04,Y
IDCJAC0005,086071,1898,03,35.5,08,Y
IDCJAC0005,086071,1898,04,29.9,01,Y
IDCJAC0005,086071,1898,05,20.7,30,Y
IDCJAC0005,086071,1898,06,19.6,01,Y
IDCJAC0005,086071,1898,07,17.7,14,Y
IDCJAC0005,086071,1898,08,20.6,26,Y
IDCJAC0005,086071,1898,09,22.7,25,Y
IDCJAC0005,086071,1898,10,31.7,26,Y
IDCJAC0005,086071,1898,11,33.1,01,Y
IDCJAC0005,086071,1898,12,43.0,05,Y
IDCJAC0005,086071,1899,01,39.1,09,Y
IDCJAC0005,086071,1899,02,38.7,14,Y
IDCJAC0005,086071,1899,03,36.7,16,Y
IDCJAC0005,086071,1899,04,28.9,01,Y
IDCJAC0005,086071,1899,05,21.1,13,Y
IDCJAC0005,086071,1899,06,17.7,20,Y
IDCJAC0005,086071,1899,07,16.1,12,Y
IDCJAC0005,086071,1899,08,22.1,29,Y
IDCJAC0005,086071,1899,09,25.3,03,Y
IDCJAC0005,086071,1899,10,27.2,31,Y
IDCJAC0005,086071,1899,11,31.4,01,Y
IDCJAC0005,086071,1899,12,40.1,31,Y
IDCJAC0005,086071,1900,01,41.6,28,Y
IDCJAC0005,086071,1900,02,40.0,04,Y
IDCJAC0005,086071,1900,03,32.1,13,Y
IDCJAC0005,086071,1900,04,23.3,08,Y
IDCJAC0005,086071,1900,05,23.1,07,Y
IDCJAC0005,086071,1900,06,19.7,04,Y
IDCJAC0005,086071,1900,07,18.2,29,Y
IDCJAC0005,086071,1900,08,16.6,06,Y
IDCJAC0005,086071,1900,09,23.9,20,Y
IDCJAC0005,086071,1900,10,30.1,17,Y
IDCJAC0005,086071,1900,11,36.3,25,Y
IDCJAC0005,086071,1900,12,40.4,30,Y
IDCJAC0005,086071,1901,01,36.7,19,Y
IDCJAC0005,086071,1901,02,43.1,07,Y
IDCJAC0005,086071,1901,03,39.0,02,Y
IDCJAC0005,086071,1901,04,28.1,09,Y
IDCJAC0005,086071,1901,05,22.7,03,Y
IDCJAC0005,086071,1901,06,15.5,07,Y
IDCJAC0005,086071,1901,07,14.8,07,Y
IDCJAC0005,086071,1901,08,18.3,15,Y
IDCJAC0005,086071,1901,09,24.5,13,Y
IDCJAC0005,086071,1901,10,28.6,19,Y
IDCJAC0005,086071,1901,11,36.1,24,Y
IDCJAC0005,086071,1901,12,39.9,28,Y
IDCJAC0005,086071,1902,01,39.4,31,Y
IDCJAC0005,086071,1902,02,35.1,09,Y
IDCJAC0005,086071,1902,03,35.1,07,Y
IDCJAC0005,086071,1902,04,31.2,19,Y
IDCJAC0005,086071,1902,05,22.1,05,Y
IDCJAC0005,086071,1902,06,15.9,30,Y
IDCJAC0005,086071,1902,07,18.0,05,Y
IDCJAC0005,086071,1902,08,20.3,29,Y
IDCJAC0005,086071,1902,09,26.7,25,Y
IDCJAC0005,086071,1902,10,28.1,02,Y
IDCJAC0005,086071,1902,11,38.5,25,Y
IDCJAC0005,086071,1902,12,38.7,05,Y
IDCJAC0005,086071,1903,01,40.5,31,Y
IDCJAC0005,086071,1903,02,40.2,09,Y
IDCJAC0005,086071,1903,03,37.7,02,Y
IDCJAC0005,086071,1903,04,31.3,10,Y
IDCJAC0005,086071,1903,05,21.7,06,Y
IDCJAC0005,086071,1903,06,15.6,30,Y
IDCJAC0005,086071,1903,07,20.1,01,Y
IDCJAC0005,086071,1903,08,19.9,31,Y
IDCJAC0005,086071,1903,09,26.7,11,Y
IDCJAC0005,086071,1903,10,30.9,11,Y
IDCJAC0005,086071,1903,11,34.3,25,Y
IDCJAC0005,086071,1903,12,35.3,26,Y
IDCJAC0005,086071,1904,01,34.5,09,Y
IDCJAC0005,086071,1904,02,35.9,18,Y
IDCJAC0005,086071,1904,03,26.2,31,Y
IDCJAC0005,086071,1904,04,30.5,07,Y
IDCJAC0005,086071,1904,05,25.4,13,Y
IDCJAC0005,086071,1904,06,18.3,21,Y
IDCJAC0005,086071,1904,07,18.0,23,Y
IDCJAC0005,086071,1904,08,17.1,22,Y
IDCJAC0005,086071,1904,09,20.7,24,Y
IDCJAC0005,086071,1904,10,31.5,31,Y
IDCJAC0005,086071,1904,11,33.4,16,Y
IDCJAC0005,086071,1904,12,38.9,24,Y
IDCJAC0005,086071,1905,01,42.5,13,Y
IDCJAC0005,086071,1905,02,38.7,10,Y
IDCJAC0005,086071,1905,03,35.6,19,Y
IDCJAC0005,086071,1905,04,31.3,07,Y
IDCJAC0005,086071,1905,05,28.7,07,Y
IDCJAC0005,086071,1905,06,16.7,08,Y
IDCJAC0005,086071,1905,07,17.1,21,Y
IDCJAC0005,086071,1905,08,18.6,25,Y
IDCJAC0005,086071,1905,09,21.1,13,Y
IDCJAC0005,086071,1905,10,22.2,16,Y
IDCJAC0005,086071,1905,11,34.1,08,Y
IDCJAC0005,086071,1905,12,37.1,18,Y
IDCJAC0005,086071,1906,01,43.1,23,Y
IDCJAC0005,086071,1906,02,40.6,21,Y
IDCJAC0005,086071,1906,03,32.2,09,Y
IDCJAC0005,086071,1906,04,29.0,09,Y
IDCJAC0005,086071,1906,05,23.7,10,Y
IDCJAC0005,086071,1906,06,20.5,02,Y
IDCJAC0005,086071,1906,07,18.3,12,Y
IDCJAC0005,086071,1906,08,19.7,09,Y
IDCJAC0005,086071,1906,09,24.5,26,Y
IDCJAC0005,086071,1906,10,28.7,28,Y
IDCJAC0005,086071,1906,11,30.7,17,Y
IDCJAC0005,086071,1906,12,36.0,22,Y
IDCJAC0005,086071,1907,01,35.3,18,Y
IDCJAC0005,086071,1907,02,39.9,25,Y
IDCJAC0005,086071,1907,03,31.6,11,Y
IDCJAC0005,086071,1907,04,32.2,04,Y
IDCJAC0005,086071,1907,05,23.2,18,Y
IDCJAC0005,086071,1907,06,22.3,01,Y
IDCJAC0005,086071,1907,07,18.5,26,Y
IDCJAC0005,086071,1907,08,19.3,01,Y
IDCJAC0005,086071,1907,09,27.9,30,Y
IDCJAC0005,086071,1907,10,31.8,29,Y
IDCJAC0005,086071,1907,11,34.9,12,Y
IDCJAC0005,086071,1907,12,40.7,25,Y
IDCJAC0005,086071,1908,01,44.2,17,Y
IDCJAC0005,086071,1908,02,37.0,07,Y
IDCJAC0005,086071,1908,03,35.1,08,Y
IDCJAC0005,086071,1908,04,28.7,07,Y
IDCJAC0005,086071,1908,05,25.1,01,Y
IDCJAC0005,086071,1908,06,19.7,15,Y
IDCJAC0005,086071,1908,07,16.1,19,Y
IDCJAC0005,086071,1908,08,16.5,13,Y
IDCJAC0005,086071,1908,09,22.7,24,Y
IDCJAC0005,086071,1908,10,31.7,06,Y
IDCJAC0005,086071,1908,11,35.0,15,Y
IDCJAC0005,086071,1908,12,35.2,01,Y
IDCJAC0005,086071,1909,01,37.1,28,Y
IDCJAC0005,086071,1909,02,38.6,23,Y
IDCJAC0005,086071,1909,03,33.9,03,Y
IDCJAC0005,086071,1909,04,26.1,12,Y
IDCJAC0005,086071,1909,05,18.5,28,Y
IDCJAC0005,086071,1909,06,18.2,01,Y
IDCJAC0005,086071,1909,07,15.5,25,Y
IDCJAC0005,086071,1909,08,19.7,19,Y
IDCJAC0005,086071,1909,09,23.6,28,Y
IDCJAC0005,086071,1909,10,27.3,23,Y
IDCJAC0005,086071,1909,11,35.7,08,Y
IDCJAC0005,086071,1909,12,39.9,28,Y
IDCJAC0005,086071,1910,01,40.2,25,Y
IDCJAC0005,086071,1910,02,39.1,19,Y
IDCJAC0005,086071,1910,03,34.9,23,Y
IDCJAC0005,086071,1910,04,29.3,25,Y
IDCJAC0005,086071,1910,05,21.6,01,Y
IDCJAC0005,086071,1910,06,19.7,22,Y
IDCJAC0005,086071,1910,07,16.1,12,Y
IDCJAC0005,086071,1910,08,19.2,29,Y
IDCJAC0005,086071,1910,09,23.9,24,Y
IDCJAC0005,086071,1910,10,28.7,24,Y
IDCJAC0005,086071,1910,11,32.5,17,Y
IDCJAC0005,086071,1910,12,34.9,29,Y
IDCJAC0005,086071,1911,01,35.9,05,Y
IDCJAC0005,086071,1911,02,32.3,08,Y
IDCJAC0005,086071,1911,03,31.3,05,Y
IDCJAC0005,086071,1911,04,28.2,04,Y
IDCJAC0005,086071,1911,05,25.1,06,Y
IDCJAC0005,086071,1911,06,16.2,17,Y
IDCJAC0005,086071,1911,07,17.2,16,Y
IDCJAC0005,086071,1911,08,22.3,31,Y
IDCJAC0005,086071,1911,09,24.3,27,Y
IDCJAC0005,086071,1911,10,29.9,30,Y
IDCJAC0005,086071,1911,11,40.7,30,Y
IDCJAC0005,086071,1911,12,30.3,07,Y
IDCJAC0005,086071,1912,01,39.3,14,Y
IDCJAC0005,086071,1912,02,41.3,01,Y
IDCJAC0005,086071,1912,03,34.3,04,Y
IDCJAC0005,086071,1912,04,26.9,16,Y
IDCJAC0005,086071,1912,05,23.9,08,Y
IDCJAC0005,086071,1912,06,18.7,05,Y
IDCJAC0005,086071,1912,07,17.3,01,Y
IDCJAC0005,086071,1912,08,22.0,21,Y
IDCJAC0005,086071,1912,09,27.3,29,Y
IDCJAC0005,086071,1912,10,32.4,30,Y
IDCJAC0005,086071,1912,11,37.5,14,Y
IDCJAC0005,086071,1912,12,38.9,22,Y
IDCJAC0005,086071,1913,01,38.6,13,Y
IDCJAC0005,086071,1913,02,40.7,04,Y
IDCJAC0005,086071,1913,03,35.3,03,Y
IDCJAC0005,086071,1913,04,28.6,12,Y
IDCJAC0005,086071,1913,05,21.1,01,Y
IDCJAC0005,086071,1913,06,16.4,29,Y
IDCJAC0005,086071,1913,07,17.3,13,Y
IDCJAC0005,086071,1913,08,18.7,29,Y
IDCJAC0005,086071,1913,09,21.1,12,Y
IDCJAC0005,086071,1913,10,31.3,10,Y
IDCJAC0005,086071,1913,11,31.7,29,Y
IDCJAC0005,086071,1913,12,37.7,29,Y
IDCJAC0005,086071,1914,01,36.6,07,Y
IDCJAC0005,086071,1914,02,41.1,17,Y
IDCJAC0005,086071,1914,03,35.3,11,Y
IDCJAC0005,086071,1914,04,28.9,09,Y
IDCJAC0005,086071,1914,05,24.0,11,Y
IDCJAC0005,086071,1914,06,18.3,06,Y
IDCJAC0005,086071,1914,07,18.5,25,Y
IDCJAC0005,086071,1914,08,22.5,27,Y
IDCJAC0005,086071,1914,09,26.8,06,Y
IDCJAC0005,086071,1914,10,36.9,24,Y
IDCJAC0005,086071,1914,11,34.3,16,Y
IDCJAC0005,086071,1914,12,31.5,25,Y
IDCJAC0005,086071,1915,01,39.8,16,Y
IDCJAC0005,086071,1915,02,39.9,15,Y
IDCJAC0005,086071,1915,03,34.1,24,Y
IDCJAC0005,086071,1915,04,27.2,08,Y
IDCJAC0005,086071,1915,05,24.4,01,Y
IDCJAC0005,086071,1915,06,18.3,02,Y
IDCJAC0005,086071,1915,07,17.7,27,Y
IDCJAC0005,086071,1915,08,19.0,21,Y
IDCJAC0005,086071,1915,09,23.3,23,Y
IDCJAC0005,086071,1915,10,29.3,11,Y
IDCJAC0005,086071,1915,11,33.5,09,Y
IDCJAC0005,086071,1915,12,38.3,28,Y
IDCJAC0005,086071,1916,01,40.1,16,Y
IDCJAC0005,086071,1916,02,38.4,18,Y
IDCJAC0005,086071,1916,03,32.9,21,Y
IDCJAC0005,086071,1916,04,26.7,19,Y
IDCJAC0005,086071,1916,05,23.9,10,Y
IDCJAC0005,086071,1916,06,19.2,01,Y
IDCJAC0005,086071,1916,07,16.8,25,Y
IDCJAC0005,086071,1916,08,19.2,26,Y
IDCJAC0005,086071,1916,09,27.5,20,Y
IDCJAC0005,086071,1916,10,24.1,08,Y
IDCJAC0005,086071,1916,11,29.7,20,Y
IDCJAC0005,086071,1916,12,35.9,27,Y
IDCJAC0005,086071,1917,01,37.9,19,Y
IDCJAC0005,086071,1917,02,35.5,13,Y
IDCJAC0005,086071,1917,03,29.4,13,Y
IDCJAC0005,086071,1917,04,25.5,24,Y
IDCJAC0005,086071,1917,05,22.1,04,Y
IDCJAC0005,086071,1917,06,19.4,04,Y
IDCJAC0005,086071,1917,07,17.2,25,Y
IDCJAC0005,086071,1917,08,19.7,28,Y
IDCJAC0005,086071,1917,09,22.3,30,Y
IDCJAC0005,086071,1917,10,26.1,19,Y
IDCJAC0005,086071,1917,11,29.1,29,Y
IDCJAC0005,086071,1917,12,38.3,22,Y
IDCJAC0005,086071,1918,01,37.1,25,Y
IDCJAC0005,086071,1918,02,37.1,11,Y
IDCJAC0005,086071,1918,03,31.0,23,Y
IDCJAC0005,086071,1918,04,24.7,11,Y
IDCJAC0005,086071,1918,05,24.3,10,Y
IDCJAC0005,086071,1918,06,18.4,02,Y
IDCJAC0005,086071,1918,07,16.5,05,Y
IDCJAC0005,086071,1918,08,18.3,21,Y
IDCJAC0005,086071,1918,09,27.3,26,Y
IDCJAC0005,086071,1918,10,26.2,19,Y
IDCJAC0005,086071,1918,11,34.4,23,Y
IDCJAC0005,086071,1918,12,38.3,23,Y
IDCJAC0005,086071,1919,01,38.8,02,Y
IDCJAC0005,086071,1919,02,41.4,15,Y
IDCJAC0005,086071,1919,03,34.5,03,Y
IDCJAC0005,086071,1919,04,28.6,25,Y
IDCJAC0005,086071,1919,05,25.4,05,Y
IDCJAC0005,086071,1919,06,19.5,01,Y
IDCJAC0005,086071,1919,07,16.6,25,Y
IDCJAC0005,086071,1919,08,23.3,31,Y
IDCJAC0005,086071,1919,09,29.4,19,Y
IDCJAC0005,086071,1919,10,34.7,30,Y
IDCJAC0005,086071,1919,11,34.9,27,Y
IDCJAC0005,086071,1919,12,39.0,21,Y
IDCJAC0005,086071,1920,01,36.0,31,Y
IDCJAC0005,086071,1920,02,40.5,16,Y
IDCJAC0005,086071,1920,03,36.7,13,Y
IDCJAC0005,086071,1920,04,31.3,01,Y
IDCJAC0005,086071,1920,05,19.5,31,Y
IDCJAC0005,086071,1920,06,17.9,29,Y
IDCJAC0005,086071,1920,07,19.5,28,Y
IDCJAC0005,086071,1920,08,19.4,22,Y
IDCJAC0005,086071,1920,09,22.4,29,Y
IDCJAC0005,086071,1920,10,30.0,31,Y
IDCJAC0005,086071,1920,11,30.9,08,Y
IDCJAC0005,086071,1920,12,41.0,23,Y
IDCJAC0005,086071,1921,01,41.9,24,Y
IDCJAC0005,086071,1921,02,38.8,01,Y
IDCJAC0005,086071,1921,03,35.0,24,Y
IDCJAC0005,086071,1921,04,27.7,14,Y
IDCJAC0005,086071,1921,05,27.1,05,Y
IDCJAC0005,086071,1921,06,18.1,11,Y
IDCJAC0005,086071,1921,07,19.0,11,Y
IDCJAC0005,086071,1921,08,19.5,21,Y
IDCJAC0005,086071,1921,09,23.8,06,Y
IDCJAC0005,086071,1921,10,30.1,30,Y
IDCJAC0005,086071,1921,11,37.7,18,Y
IDCJAC0005,086071,1921,12,30.7,12,Y
IDCJAC0005,086071,1922,01,38.1,22,Y
IDCJAC0005,086071,1922,02,40.3,16,Y
IDCJAC0005,086071,1922,03,35.0,18,Y
IDCJAC0005,086071,1922,04,34.4,17,Y
IDCJAC0005,086071,1922,05,25.3,01,Y
IDCJAC0005,086071,1922,06,19.6,17,Y
IDCJAC0005,086071,1922,07,18.9,31,Y
IDCJAC0005,086071,1922,08,17.9,01,Y
IDCJAC0005,086071,1922,09,24.2,25,Y
IDCJAC0005,086071,1922,10,35.8,22,Y
IDCJAC0005,086071,1922,11,35.3,13,Y
IDCJAC0005,086071,1922,12,36.1,08,Y
IDCJAC0005,086071,1923,01,38.2,14,Y
IDCJAC0005,086071,1923,02,41.1,22,Y
IDCJAC0005,086071,1923,03,34.0,27,Y
IDCJAC0005,086071,1923,04,30.4,03,Y
IDCJAC0005,086071,1923,05,24.7,05,Y
IDCJAC0005,086071,1923,06,18.7,02,Y
IDCJAC0005,086071,1923,07,18.1,27,Y
IDCJAC0005,086071,1923,08,20.7,27,Y
IDCJAC0005,086071,1923,09,23.1,26,Y
IDCJAC0005,086071,1923,10,28.8,29,Y
IDCJAC0005,086071,1923,11,38.3,26,Y
IDCJAC0005,086071,1923,12,37.5,30,Y
IDCJAC0005,086071,1924,01,40.1,15,Y
IDCJAC0005,086071,1924,02,33.7,02,Y
IDCJAC0005,086071,1924,03,32.5,04,Y
IDCJAC0005,086071,1924,04,27.2,01,Y
IDCJAC0005,086071,1924,05,20.8,04,Y
IDCJAC0005,086071,1924,06,15.5,13,Y
IDCJAC0005,086071,1924,07,16.1,02,Y
IDCJAC0005,086071,1924,08,21.2,22,Y
IDCJAC0005,086071,1924,09,24.4,19,Y
IDCJAC0005,086071,1924,10,27.0,14,Y
IDCJAC0005,086071,1924,11,30.4,29,Y
IDCJAC0005,086071,1924,12,40.1,12,Y
IDCJAC0005,086071,1925,01,36.1,27,Y
IDCJAC0005,086071,1925,02,31.5,11,Y
IDCJAC0005,086071,1925,03,32.7,16,Y
IDCJAC0005,086071,1925,04,31.2,06,Y
IDCJAC0005,086071,1925,05,23.3,08,Y
IDCJAC0005,086071,1925,06,18.1,08,Y
IDCJAC0005,086071,1925,07,16.1,02,Y
IDCJAC0005,086071,1925,08,19.9,17,Y
IDCJAC0005,086071,1925,09,24.4,11,Y
IDCJAC0005,086071,1925,10,35.3,28,Y
IDCJAC0005,086071,1925,11,35.9,28,Y
IDCJAC0005,086071,1925,12,38.3,05,Y
IDCJAC0005,086071,1926,01,40.0,31,Y
IDCJAC0005,086071,1926,02,39.9,14,Y
IDCJAC0005,086071,1926,03,38.1,09,Y
IDCJAC0005,086071,1926,04,29.9,10,Y
IDCJAC0005,086071,1926,05,17.7,19,Y
IDCJAC0005,086071,1926,06,18.7,21,Y
IDCJAC0005,086071,1926,07,20.7,22,Y
IDCJAC0005,086071,1926,08,18.9,18,Y
IDCJAC0005,086071,1926,09,29.1,22,Y
IDCJAC0005,086071,1926,10,28.4,17,Y
IDCJAC0005,086071,1926,11,38.3,28,Y
IDCJAC0005,086071,1926,12,36.7,03,Y
IDCJAC0005,086071,1927,01,40.9,14,Y
IDCJAC0005,086071,1927,02,38.4,11,Y
IDCJAC0005,086071,1927,03,35.2,02,Y
IDCJAC0005,086071,1927,04,27.8,04,Y
IDCJAC0005,086071,1927,05,22.9,09,Y
IDCJAC0005,086071,1927,06,18.1,05,Y
IDCJAC0005,086071,1927,07,15.7,01,Y
IDCJAC0005,086071,1927,08,21.0,26,Y
IDCJAC0005,086071,1927,09,24.7,14,Y
IDCJAC0005,086071,1927,10,33.4,18,Y
IDCJAC0005,086071,1927,11,38.9,10,Y
IDCJAC0005,086071,1927,12,38.9,24,Y
IDCJAC0005,086071,1928,01,40.0,11,Y
IDCJAC0005,086071,1928,02,36.9,11,Y
IDCJAC0005,086071,1928,03,36.5,06,Y
IDCJAC0005,086071,1928,04,28.9,03,Y
IDCJAC0005,086071,1928,05,21.7,09,Y
IDCJAC0005,086071,1928,06,18.8,03,Y
IDCJAC0005,086071,1928,07,17.2,07,Y
IDCJAC0005,086071,1928,08,21.1,29,Y
IDCJAC0005,086071,1928,09,31.4,28,Y
IDCJAC0005,086071,1928,10,25.1,30,Y
IDCJAC0005,086071,1928,11,34.4,29,Y
IDCJAC0005,086071,1928,12,37.2,13,Y
IDCJAC0005,086071,1929,01,38.3,24,Y
IDCJAC0005,086071,1929,02,35.0,09,Y
IDCJAC0005,086071,1929,03,36.1,12,Y
IDCJAC0005,086071,1929,04,26.5,17,Y
IDCJAC0005,086071,1929,05,22.3,05,Y
IDCJAC0005,086071,1929,06,17.7,03,Y
IDCJAC0005,086071,1929,07,17.3,02,Y
IDCJAC0005,086071,1929,08,19.9,20,Y
IDCJAC0005,086071,1929,09,22.8,26,Y
IDCJAC0005,086071,1929,10,28.3,06,Y
IDCJAC0005,086071,1929,11,30.9,01,Y
IDCJAC0005,086071,1929,12,36.1,25,Y
IDCJAC0005,086071,1930,01,39.3,23,Y
IDCJAC0005,086071,1930,02,39.7,09,Y
IDCJAC0005,086071,1930,03,37.4,02,Y
IDCJAC0005,086071,1930,04,28.0,17,Y
IDCJAC0005,086071,1930,05,24.2,07,Y
IDCJAC0005,086071,1930,06,20.0,28,Y
IDCJAC0005,086071,1930,07,16.9,17,Y
IDCJAC0005,086071,1930,08,20.9,27,Y
IDCJAC0005,086071,1930,09,26.1,21,Y
IDCJAC0005,086071,1930,10,29.5,03,Y
IDCJAC0005,086071,1930,11,31.8,20,Y
IDCJAC0005,086071,1930,12,34.1,04,Y
IDCJAC0005,086071,1931,01,32.7,22,Y
IDCJAC0005,086071,1931,02,37.1,18,Y
IDCJAC0005,086071,1931,03,35.3,12,Y
IDCJAC0005,086071,1931,04,25.1,12,Y
IDCJAC0005,086071,1931,05,22.7,13,Y
IDCJAC0005,086071,1931,06,16.2,29,Y
IDCJAC0005,086071,1931,07,17.8,25,Y
IDCJAC0005,086071,1931,08,17.9,05,Y
IDCJAC0005,086071,1931,09,25.7,23,Y
IDCJAC0005,086071,1931,10,29.7,15,Y
IDCJAC0005,086071,1931,11,32.7,13,Y
IDCJAC0005,086071,1931,12,40.2,30,Y
IDCJAC0005,086071,1932,01,42.7,19,Y
IDCJAC0005,086071,1932,02,33.9,04,Y
IDCJAC0005,086071,1932,03,34.9,02,Y
IDCJAC0005,086071,1932,04,25.7,09,Y
IDCJAC0005,086071,1932,05,21.2,05,Y
IDCJAC0005,086071,1932,06,20.2,02,Y
IDCJAC0005,086071,1932,07,16.5,20,Y
IDCJAC0005,086071,1932,08,19.4,26,Y
IDCJAC0005,086071,1932,09,22.7,11,Y
IDCJAC0005,086071,1932,10,29.4,30,Y
IDCJAC0005,086071,1932,11,36.8,27,Y
IDCJAC0005,086071,1932,12,34.4,11,Y
IDCJAC0005,086071,1933,01,35.7,10,Y
IDCJAC0005,086071,1933,02,37.3,27,Y
IDCJAC0005,086071,1933,03,33.2,12,Y
IDCJAC0005,086071,1933,04,30.0,10,Y
IDCJAC0005,086071,1933,05,20.9,08,Y
IDCJAC0005,086071,1933,06,18.8,05,Y
IDCJAC0005,086071,1933,07,19.1,09,Y
IDCJAC0005,086071,1933,08,21.3,28,Y
IDCJAC0005,086071,1933,09,21.7,28,Y
IDCJAC0005,086071,1933,10,35.7,23,Y
IDCJAC0005,086071,1933,11,30.9,01,Y
IDCJAC0005,086071,1933,12,32.2,29,Y
IDCJAC0005,086071,1934,01,39.1,23,Y
IDCJAC0005,086071,1934,02,38.8,08,Y
IDCJAC0005,086071,1934,03,39.7,10,Y
IDCJAC0005,086071,1934,04,30.0,02,Y
IDCJAC0005,086071,1934,05,24.3,21,Y
IDCJAC0005,086071,1934,06,18.1,22,Y
IDCJAC0005,086071,1934,07,20.6,16,Y
IDCJAC0005,086071,1934,08,24.6,28,Y
IDCJAC0005,086071,1934,09,25.7,18,Y
IDCJAC0005,086071,1934,10,27.4,30,Y
IDCJAC0005,086071,1934,11,32.1,28,Y
IDCJAC0005,086071,1934,12,35.2,17,Y
IDCJAC0005,086071,1935,01,39.8,22,Y
